,Name,Ingredients,Instructions,Image
178,Pomegranate Margarita,"['1 ½ ounces (3 tablespoons) 100% pomegranate juice (purchased or fresh squeezed)*', '1 ½ ounces (3 tablespoons) tequila blanco or reposado**', '1 ounce (2 tablespoons) Cointreau', '½ ounce (1 tablespoon) lime', '½ ounce (1 tablespoon) simple syrup\xa0or maple syrup', 'Kosher salt or Himalayan pink salt, for the rim (optional)', 'Ice, for serving (try clear ice)', 'For the garnish: pomegranate seeds, orange wedge or lime wedge']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice, garnish with pomegranate seeds and an orange wedge or lime wedge.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/12/Pomegranate-Margarita-011.jpg
179,Floradora,"['2 ounces* gin', '½ ounce raspberry syrup or Chambord liqueur\xa0', '½ ounce lime juice', '3 ounces ginger beer', 'Ice, for serving (try clear ice!)', 'For the garnish: Lime wedge, raspberry (optional)']","['1. In a highball glass or stemmed glass, add the gin, raspberry syrup or Chambord, and lime juice.', '2. Fill with ice and top with ginger beer. Garnish with a lime wedge and raspberry, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Floradora-008.jpg
180,Quick Guide to Types of Whiskey,"['1 sugar cube (1 teaspoon sugar)', '4 dashes Angostura bitters', '½ teaspoon water', '2 ounces* whiskey of any type: bourbon, rye, Irish, Scotch, Japanese, Canadian or Tennessee whiskey', 'Orange peel for garnish', 'Cocktail cherry for garnish (optional)']","['1. Place the sugar cube in a lowball glass and add the bitters. Add the water and mash and swirl it with a muddler or wooden spoon until the sugar is mostly dissolved.', '2. Add the whiskey and swirl to combine. Add a large ice cube.', '3. Use a knife to remove a 1″ wide strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass. If desired, garnish with a cocktail cherry for additional sweetness.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Types-of-Whiskey-005.jpg
181,French Gimlet,"['2 ounces (4 tablespoons) gin', '1 ½ ounces (3 tablespoons) St Germain', '½ ounce (1 tablespoon) lime juice', 'For the garnish: lime wedge']","['1. Add gin, lime juice, and St Germain to a cocktail shaker. Fill with a handful of ice and shake until cold.', '2. Strain into glass. Garnish with a lime wedge and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/French-Gimlet-003.jpg
182,Rum Hot Toddy,"['1 ½ ounces (3 tablespoons) rum of any type', '½ ounce (1 tablespoon) pure maple syrup or honey', '½ cup steaming hot water', '1 lemon wedge', '1 cinnamon stick']","['1. In the serving glass, stir together the rum and maple syrup (or honey).', '2. Pour in the hot water. Garnish with a lemon wedge, squeezing in the juice, and the cinnamon stick.', '3. Variation for 8 servings: Warm 4 cups water, 1 ½ cups rum, and 4 tablespoons maple syrup on the stovetop until hot but not boiling. Garnish with lemon and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Rum-Hot-Toddy-003.jpg
183,Red Snapper Cocktail,"['2 cups tomato juice, chilled', '¼ cup fresh lemon juice', '2 teaspoons Worcestershire sauce (vegan as desired)', '2 teaspoons prepared horseradish', '½ teaspoon Tabasco hot sauce', '½ teaspoon celery salt', '⅛ teaspoon black pepper', '1 cup (8 ounces) gin, chilled', 'Ice, for serving (try\xa0clear ice!)', 'For the rim: Old Bay seasoning (purchased\xa0or\xa0homemade) and\xa0kosher salt', 'For the garnish: celery, lemon wedge, olive, cocktail onion (use cocktail picks\xa0if desired)']","['1. If time allows, chill the tomato juice and gin. Shake the tomato juice before pouring.', '2. In a large cocktail shaker, combine the tomato juice, lemon juice, Worcestershire sauce, horseradish, Tabasco, celery salt and black pepper. Shake well to combine (without ice). Strain into a quart mason jar or small pitcher.', '3. Optional: If time, chill at least 1 hour or overnight for the best flavor. (Or, make ahead and store up to 1 week.) But you also can serve right away!', '4. To serve, on a plate place a mixture of roughly half\xa0kosher salt\xa0and half Old Bay seasoning (or celery salt). Cut a notch in a lemon wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt.', '5. To each glass, add 2 ounces (¼ cup) gin and ½ cup of Red Snapper mix and stir gently to combine. Fill the glass with ice and add the garnishes.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Bloody-Mary-Recipe-006-1.jpg
184,Rob Roy Cocktail,"['2 ounces (4 tablespoons) blended Scotch whisky', '1 ounce (2 tablespoons) sweet red vermouth', '3 dashes Angostura or orange bitters', 'For the garnish: Luxardo cherry or other cocktail cherry']","['1. Combine the Scotch, vermouth and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a coupe or cocktail glass. Garnish with a cherry and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Rob-Roy-Drink-013.jpg
185,Espresso Margarita,"['1 ½ ounces* tequila blanco', '¾ ounce Triple Sec or Cointreau', '½ ounce Kahlua or coffee liqueur', '1 ounce warm espresso or strong coffee', 'Clear ice, for serving']",['1. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold. Strain into a martini glass or lowball glass with clear ice\xa0and serve.'],https://www.acouplecooks.com/wp-content/uploads/2022/03/Espresso-Margarita-004.jpg
186,Mango Margarita,"['3 ounces (6 tablespoons) tequila', '2 ounces (4 tablespoons) Cointreau', '1 ½ ounces (3 tablespoons) fresh lime juice', '1 ½ cups diced frozen mango pieces', '1 tablespoon agave syrup or simple syrup', '1 cup ice', 'Kosher salt or flaky sea salt, for the rim', 'For the garnish: Lime wedges']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Add the tequila, Cointreau, lime juice, frozen mango, agave and ice to a blender. Blend until frothy and fully combined. Salted rim two glasses.']",https://www.acouplecooks.com/wp-content/uploads/2020/12/Mango-Margarita-050.jpg
187,Fireball Old Fashioned,"['1 ounce* Fireball whisky', '2 ounces bourbon whiskey', '4 dashes bitters', 'Ice, for serving (try clear ice!)', 'For the garnish: Orange peel, cinnamon stick']","['1. Add the fireball, bourbon and bitters to a lowball glass and stir.', '2. Fill the glass with a clear ice cube. Use a knife to remove a 1″ wide strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass. Add a cinnamon stick if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Fireball-Drink-011.jpg
188,Georgia Peach Drink,"['1 ounce* peach schnapps', '1 ounce white rum', '2 ounces orange juice (fresh squeezed, or store-bought no sugar added juice)', '1 ounces cranberry juice', 'Ice, for serving (try clear ice!)', 'For the garnish: fresh peach slice, mint sprig (optional)']","['1. Add the peach schnapps, rum, and orange juice to an ice filled highball and stir. Gently pour the cranberry juice into the center.', '2. Garnish with peach slice and mint sprig.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Georgia-Peach-Cocktail-006.jpg
189,Bushwacker Drink,"['2 ounces (¼ cup) aged rum (or white or dark)', '2 ounces Kahlua', '2 ounces creme de cacao (white or dark; we used white)', '2 ounces cream of coconut', '2 ounces 2% milk', '3 cups ice', 'For the garnish: Shaved chocolate or grated nutmeg, cocktail cherry (optional)']","['1. Add all ingredients to a blender and blend until smooth.', '2. Garnish with shaved chocolate or grated nutmeg, if desired. Add straws and serve. (You can stir with the straw when the drink starts to separate.)']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Bushwacker-Drink-003.jpg
190,Pomegranate Martini,"['1 ounce (2 tablespoons) vodka', '1 ounce (2 tablespoons) 100% pomegranate juice (purchased or fresh squeezed)', '½ ounce (1 tablespoon) Cointreau', '½ ounce (1 tablespoon) lemon juice', '½ ounce (1 tablespoon) simple syrup\xa0or maple syrup']","['1. Place the vodka, pomegranate juice, Cointreau, lemon juice, and syrup in a cocktail shaker with ice. Shake 15 seconds until cold. Strain the drink into a cocktail or martini glass.', '2. Use a knife to remove a 1″ wide strip of the lemon peel. Squeeze the lemon peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/Pomegranate-Martini-054.jpg
191,Non Alcoholic Mimosa,"['4 ounces (½ cup) ginger ale', '2 ounces (¼ cup) fresh orange juice, chilled*']","['1. Tilt the champagne flute and pour in the ginger ale.', '2. Top off with orange juice.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Non-Alcoholic-Mimosa-004.jpg
192,Blue Hawaii Drink,"['1 ounce* white rum', '1 ounce** vodka', '¾ ounce blue curacao', '2 ounces pineapple juice', '½ ounce lime juice (or use 1 ½ ounces homemade sour mix for the lime, lemon and simple syrup)', '½ ounce lemon juice', '½ ounce simple syrup', 'Crushed ice, for serving', 'For the garnish: pineapple wedge, cocktail cherry, drink umbrella (optional)']","['1. Place the rum, vodka, blue curacao, pineapple juice, lime juice, lemon juice and simple syrup in a cocktail shaker. Add 2 handfuls of ice and shake until cold.', '2. Strain the drink into a hurricane glass filled with crushed ice. Garnish with a pineapple wedge and cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Blue-Hawaii-Drink-001.jpg
193,Peppermint White Russian,"['½ ounce 30 proof or 60 proof* peppermint schnapps', '1 ½ ounces** vodka', '1 ounce Kahlua (or other coffee liqueur like Tia Maria)', '1 ounce heavy cream (or whole or 2% milk)']","['1. Add the peppermint schnapps, vodka and Kahlua to a low ball glass. Fill it with ice.Top with the cream or milk. Stir until cold (or stir just a bit to get the swirl effect).']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Peppermint-White-Russian-001.jpg
194,Lillet Cocktail,"['1 ounce (2 tablespoons) gin', '1 ounce (2 tablespoons) Lillet Blanc', '4 ounces (½ cup) tonic water', 'For the garnish: Fresh mint, cucumber (optional)']","['1. Add lots of ice to a large cocktail or wine glass and stir to chill the glass. Drain any melted water.', '2. Pour in the gin and Lillet Blanc. Add the garnishes.', '3. Pour the tonic water onto a bar spoon into the glass (to increase the bubbles). Stir once and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Lillet-Cocktail-002.jpg
195,Tequila Soda,"['3 ounces* tequila reposado', '4 to 5 ounces soda water\xa0', '2 lime wedges**', 'For the garnish: lime wedge', 'Ice, for serving (try clear ice!)']","['1. Squeeze the lime wedges into a highball glass. Add the tequila and ice and stir gently. Top with the soda water. Garnish with an additional lime wedge. If desired, add more lime juice to taste (see the Ranch Water variation below).\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Tequila-Soda-006.jpg
196,Kahlua Coffee,"['1 cup (8 ounces) coffee', '2 tablespoons (1 ounce) Kahlua', '1 drizzle heavy cream (optional)']","['1. Make 1 cup coffee using your favorite method (try Chemex, Aeropress, or an Americano with 2 ounces extra water).', '2. Add the Kahlua and cream and stir. Enjoy immediately!']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Kahlua-Coffee-006.jpg
197,Bees Knees Cocktail,"['2 ounces (4 tablespoons) gin', '1 ounce (2 tablespoons) fresh lemon juice*', '¾ ounce (1 ½ tablespoons) honey syrup', 'For the garnish: lemon twist']","['1. Add the gin, lemon juice, and honey syrup to a cocktail shaker. Fill with a handful of ice and shake until very cold.', '2. Strain the drink into a cocktail glass. Garnish with a lemon twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Bees-Knees-Cocktail-011.jpg
198,Rum and Orange Juice,"['2 ounces* aged rum', '2 ounces orange juice', '½ ounce lime juice**', '½ ounce grenadine']","['1. Add all ingredients to a cocktail shaker or cocktail mixing glass and stir with ice.', '2. Strain into a highball glass filled with ice. If desired, garnish with an orange wedge and cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Rum-and-Orange-Juice-005.jpg
199,Top 10 Rye Whiskey Cocktails,"['2 ½ ounces* rye whiskey', '¾ ounce fresh lemon juice', '¾ ounce fresh orange juice', '1 teaspoon grenadine', 'For the garnish: Orange wedge, cocktail cherry or Luxardo cherry']","['1. Place the rye whiskey, lemon juice, orange juice, and grenadine in a cocktail shaker. Add 2 handfuls of ice and shake until cold.', '2. Strain the drink into a cocktail glass. Garnish with an orange wedge and cocktail cherry if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Ward-8-Cocktail-001.jpg
200,THE Rum and Coke,"['2 ounces white rum (traditional), dark rum, or aged rum (for best flavor)', '4 ounces cola', '1 lime wedge', 'Ice, for serving (try clear ice)']","['1. Add the rum and ice to a glass and stir to combine.', '2. Top with the cola. Squeeze in the juice from the lime wedge and serve. Garnish with additional lime wedges or wheels.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Rum-and-Coke-005.jpg
201,Madras Cocktail,"['1 ½ ounces* vodka', '2 ounces 100% unsweetened cranberry juice (do not use sweetened!)', '1 teaspoon maple syrup or simple syrup**', '1 ½ ounces fresh squeezed orange juice', '1 lime wedge (plus additional for garnish)']","['1. Fill a glass with ice. Pour in the vodka, cranberry juice and syrup and stir with bar spoon.', '2. Pour in the orange juice and squeeze the lime wedge on top. Garnish with an additional lime.']",https://www.acouplecooks.com/wp-content/uploads/2019/12/Madras-Cocktail-008.jpg
202,Espresso Martini,"['2 ounces (4 tablespoons) vodka', '¾ ounce (1 ½ tablespoons) Kahlua or coffee liqueur', '1 ounce (2 tablespoons) warm espresso or strong coffee', 'Coffee beans, for the garnish']","['1. Make the espresso in an espresso maker or an Aeropress, or make very strong coffee.', '2. Add the vodka, Kahula and espresso to a cocktail shaker and fill it with ice. Shake vigorously until cold.', '3. Strain into cocktail glass. Garnish with coffee beans.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Espresso-Martini-004.jpg
